repo_name,repo_created_at,repo_pushed_at,has_pipeline_state,run_created_at,run_completed_at,pipeline_completed,pipeline_stages
multi-scale-nested-claude,2026-01-11T22:40:40Z,2026-01-12T01:04:29Z,False,,,,
recursion-visual-text-claude,2026-01-12T04:11:52Z,2026-01-12T05:03:54Z,False,,,,
emergent-misalignment-claude,2026-01-16T16:04:33Z,2026-01-16T20:49:51Z,False,,,,
llm-human-vs-llm-ffea-gemini,2026-01-17T21:34:30Z,2026-01-18T04:33:44Z,False,,,,
ai-undetectability-lb-dd40-gemini,2026-01-18T04:04:22Z,2026-01-18T05:57:31Z,False,,,,
llm-human-vs-llm-54c9-claude,2026-01-18T08:36:37Z,2026-01-18T09:45:09Z,False,,,,
llm-linguistic-eval-62f9-gemini,2026-01-19T01:19:37Z,2026-01-19T05:52:58Z,False,,,,
ai-undetectability-lb-433c-claude,2026-01-19T01:37:22Z,2026-01-19T03:36:27Z,False,,,,
llm-linguistic-eval-bb29-claude,2026-01-19T04:37:49Z,2026-01-19T05:45:12Z,False,,,,
auto-opt-pde-solver-65e0,2026-01-21T17:05:57Z,2026-01-21T17:54:13Z,False,,,,
natural-hallucinations-1245-gemini,2026-01-24T20:59:15Z,2026-01-26T08:29:37Z,False,,,,
natural-hallucinations-claude,2026-01-24T23:26:51Z,2026-03-20T17:16:40Z,True,2026-03-20T15:41:37.583589,2026-03-20T17:07:05.450309,True,resource_finder|experiment_runner
llm-output-length-claude,2026-01-25T01:38:09Z,2026-01-25T03:37:13Z,False,,,,
mechanistic-llm-tools-claude,2026-01-25T04:13:31Z,2026-01-25T05:06:33Z,False,,,,
natural-hallucinations-codex,2026-01-26T04:41:33Z,2026-01-26T05:28:15Z,False,,,,
llm-output-length-codex,2026-01-26T06:04:59Z,2026-01-26T07:04:25Z,False,,,,
llm-tool-selection-codex,2026-01-26T07:18:59Z,2026-01-26T08:12:05Z,False,,,,
llm-output-length-gemini,2026-01-26T18:31:35Z,2026-01-26T19:45:48Z,False,,,,
mechanistic-llm-tools-gemini,2026-01-26T20:06:05Z,2026-01-26T20:50:09Z,False,,,,
fix-lazy-llms-claude,2026-01-31T22:53:01Z,2026-02-01T01:53:34Z,False,,,,
fix-lazy-llms-codex,2026-01-31T22:53:07Z,2026-01-31T23:57:50Z,False,,,,
fix-lazy-llms-gemini,2026-01-31T22:53:13Z,2026-01-31T23:56:13Z,False,,,,
news-from-future-ai-claude,2026-02-01T02:42:37Z,2026-02-01T03:25:16Z,False,,,,
news-future-ai-codex,2026-02-01T02:42:44Z,2026-02-01T03:18:09Z,False,,,,
news-future-ai-gemini,2026-02-01T02:42:50Z,2026-02-01T03:11:41Z,False,,,,
isolate-knowledge-updates-claude,2026-02-01T20:40:22Z,2026-03-22T14:36:15Z,True,2026-03-22T13:54:52.459997,2026-03-22T14:26:59.331939,True,resource_finder|experiment_runner
isolate-knowledge-updates-codex,2026-02-01T20:40:30Z,2026-02-02T22:10:37Z,False,,,,
isolate-knowledge-updates-gemini,2026-02-02T00:18:27Z,2026-02-02T00:53:14Z,False,,,,
carrot-or-stick-nlp-e135-claude,2026-02-06T08:13:24Z,2026-02-06T09:15:09Z,False,,,,
carrot-or-stick-nlp-gemini,2026-02-07T22:27:13Z,2026-02-07T23:53:01Z,False,,,,
carrot-or-stick-nlp-codex,2026-02-07T22:27:32Z,2026-02-07T23:52:16Z,False,,,,
llm-washing-machine-gemini,2026-02-08T00:35:54Z,2026-02-08T01:05:15Z,False,,,,
llm-washing-machine-codex,2026-02-08T00:36:01Z,2026-02-08T04:07:18Z,False,,,,
llm-washing-machine-claude,2026-02-08T00:36:59Z,2026-03-21T06:16:35Z,True,2026-03-21T04:57:10.338708,2026-03-21T06:11:03.532674,True,resource_finder|experiment_runner
fix-user-intent-nlp-claude,2026-02-09T05:01:18Z,2026-02-09T06:42:02Z,False,,,,
fix-user-intent-nlp-codex,2026-02-09T05:01:28Z,2026-02-09T05:45:31Z,False,,,,
fixing-user-intent-gemini,2026-02-09T05:09:52Z,2026-02-11T18:30:06Z,False,,,,
humor-recognition-llm-ca34-claude,2026-02-09T22:01:22Z,2026-02-09T23:26:33Z,False,,,,
cefr-text-difficulty-0907-claude,2026-02-09T23:50:10Z,2026-02-10T01:45:30Z,False,,,,
news-from-future-ai-aed4-claude,2026-02-10T16:40:06Z,2026-02-10T18:04:20Z,False,,,,
llm-human-vs-llm-fa51-claude,2026-02-10T18:31:50Z,2026-02-10T20:51:10Z,False,,,,
fix-lazy-llms-f21e-claude,2026-02-10T20:12:39Z,2026-02-11T03:39:35Z,False,,,,
alignment-watermark-0988-claude,2026-02-10T23:18:29Z,2026-02-11T03:44:17Z,False,,,,
isolate-knowledge-updates-f3cd-claude,2026-02-11T03:45:27Z,2026-02-11T04:54:49Z,False,,,,
mechanistic-llm-tools-53ce-claude,2026-02-11T03:45:47Z,2026-02-11T05:20:37Z,False,,,,
refine-llm-trading-e871-claude,2026-02-11T05:22:07Z,2026-02-11T06:43:11Z,False,,,,
carrot-or-stick-nlp-1462-claude,2026-02-11T05:23:01Z,2026-02-11T06:41:01Z,False,,,,
llm-linguistic-eval-dad4-claude,2026-02-11T16:44:49Z,2026-02-11T21:51:51Z,False,,,,
llm-epistemic-beliefs-79a0-claude,2026-02-11T16:45:13Z,2026-02-11T18:15:54Z,False,,,,
uncertainty-llms-75dc-claude,2026-02-11T17:09:42Z,2026-02-11T21:39:39Z,False,,,,
llm-pragmatic-sensitivity-216e-claude,2026-02-11T18:40:48Z,2026-02-11T20:30:43Z,False,,,,
collab-rlvr-reasoning-f8bd-claude,2026-02-11T23:17:16Z,2026-02-12T02:56:22Z,False,,,,
emergent-misalignment-13b1-claude,2026-02-11T23:17:35Z,2026-02-12T06:18:48Z,False,,,,
adversarial-prompts-abe2-claude,2026-02-11T23:17:56Z,2026-02-12T01:00:10Z,False,,,,
fairness-llm-calibration-0618-claude,2026-02-12T16:59:09Z,2026-02-12T18:06:14Z,False,,,,
sounds-like-ai-61e8-gemini,2026-02-14T22:40:50Z,2026-02-14T23:17:13Z,False,,,,
sounds-like-ai-02cd-codex,2026-02-14T22:40:52Z,2026-02-14T23:16:05Z,False,,,,
residual-stream-ai-a924-claude,2026-02-14T22:40:55Z,2026-02-15T02:11:19Z,False,,,,
multi-turn-regress-fb0d-gemini,2026-02-15T02:12:31Z,2026-02-15T02:48:30Z,False,,,,
multi-turn-regress-d8b8-claude,2026-02-15T22:11:11Z,2026-02-16T00:23:33Z,False,,,,
multi-turn-regress-aaaa-codex,2026-02-15T22:11:20Z,2026-02-15T22:48:42Z,False,,,,
similar-embeddings-nlp-ae9d-gemini,2026-02-16T01:28:56Z,2026-02-16T02:07:47Z,False,,,,
similar-embeddings-nlp-5ef8-codex,2026-02-16T01:29:02Z,2026-02-16T01:53:35Z,False,,,,
similar-embeddings-nlp-f3b7-claude,2026-02-16T01:29:07Z,2026-02-16T02:13:05Z,False,,,,
disorder-order-sync-205e-claude,2026-02-19T00:23:34Z,2026-02-19T04:22:00Z,False,,,,
layer-wise-probing-llm-dcd0-claude,2026-02-22T02:50:11Z,2026-02-22T05:26:07Z,False,,,,
layer-wise-probing-llm-ece7-codex,2026-02-22T02:50:38Z,2026-02-22T03:55:03Z,False,,,,
refine-llm-trading-4e75-claude,2026-02-22T07:35:33Z,2026-02-22T08:53:18Z,False,,,,
refine-llm-trading-2354-codex,2026-02-22T07:35:38Z,2026-02-22T08:01:03Z,False,,,,
chain-of-thought-conv-b564-claude,2026-02-22T20:37:04Z,2026-02-22T21:51:31Z,False,,,,
chain-of-thought-conv-1189-codex,2026-02-22T20:37:06Z,2026-02-22T21:22:58Z,False,,,,
mechanistic-llm-failures-69ca-claude,2026-02-22T20:37:17Z,2026-02-22T21:42:09Z,False,,,,
model-implicature-nlp-2b80-claude,2026-02-23T23:24:09Z,2026-02-24T00:58:13Z,False,,,,
multi_objective_optimization_o_20260227_215322_c3d0afee,2026-02-27T21:53:23Z,2026-02-27T21:53:34Z,False,,,,
adv-prompt-propagation-552e-claude,2026-02-27T23:13:03Z,2026-02-28T01:01:04Z,False,,,,
basis-vectors-persona-4079-gemini,2026-02-28T22:59:14Z,2026-02-28T23:28:13Z,False,,,,
basis-vectors-persona-7acf-codex,2026-02-28T23:29:50Z,2026-02-28T23:59:55Z,False,,,,
basis-vectors-persona-03ae-claude,2026-03-01T00:17:20Z,2026-03-01T01:18:07Z,False,,,,
careful-llm-words-c365-gemini,2026-03-01T04:33:53Z,2026-03-01T04:57:34Z,False,,,,
careful-llm-words-4e0d-codex,2026-03-01T04:34:24Z,2026-03-01T05:05:06Z,False,,,,
careful-llm-words-aaec-claude,2026-03-01T04:34:33Z,2026-03-01T05:58:51Z,False,,,,
mechanistic-llm-failures-4f06-claude,2026-03-02T00:52:08Z,2026-03-02T01:58:39Z,False,,,,
mechanistic-llm-failures-eb40-codex,2026-03-02T00:52:24Z,2026-03-02T01:38:08Z,False,,,,
french-model-counting-ae53-claude,2026-03-02T20:48:49Z,2026-03-02T21:46:37Z,False,,,,
non-pokemon-quality-8c18-claude,2026-03-02T21:47:12Z,2026-03-02T22:45:57Z,False,,,,
steering-vector-decay-b58d-claude,2026-03-02T22:46:25Z,2026-03-02T22:46:28Z,False,,,,
model-count-french-96cb-claude,2026-03-02T23:00:45Z,2026-03-03T00:06:10Z,False,,,,
non-pokemon-quality-nlp-ea69-claude,2026-03-03T00:06:37Z,2026-03-03T01:15:55Z,False,,,,
steering-vector-decay-4272-claude,2026-03-03T01:16:21Z,2026-03-03T02:59:59Z,False,,,,
residual-stream-biject-e825-claude,2026-03-03T03:00:27Z,2026-03-03T03:43:37Z,False,,,,
noncomp-phrases-nlp-c335-claude,2026-03-03T03:43:59Z,2026-03-03T04:56:38Z,False,,,,
self-critique-drift-6de2-claude,2026-03-05T22:47:54Z,2026-03-06T05:57:57Z,True,2026-03-05T22:47:58.888484,2026-03-06T02:07:59.402023,True,resource_finder|experiment_runner
llm-fallacy-detection-4626-claude,2026-03-06T04:03:17Z,2026-03-06T05:30:37Z,True,2026-03-06T04:03:33.857040,2026-03-06T05:25:44.437895,True,resource_finder|experiment_runner
architectural_diversity_in_mul_20260306_214906_8d1e21a6,2026-03-06T21:49:08Z,2026-03-06T23:00:22Z,True,2026-03-06T21:49:18.751235,2026-03-06T22:52:31.251144,True,resource_finder|experiment_runner
autonomous_multi_modal_ai_agen_20260306_222539_298f467e,2026-03-06T22:25:41Z,2026-03-06T23:10:54Z,True,2026-03-06T22:25:50.907740,2026-03-06T23:03:58.664192,True,resource_finder|experiment_runner
debate-proof-strategies-1084-claude,2026-03-07T08:25:07Z,2026-03-07T08:56:59Z,True,2026-03-07T08:25:39.002440,2026-03-07T08:51:09.549892,True,resource_finder|experiment_runner
emergent_robustness_to_adversa_20260307_082630_b330f08b,2026-03-07T08:26:32Z,2026-03-07T09:00:19Z,True,2026-03-07T08:26:39.957406,,False,resource_finder|experiment_runner
mechanistic_interpretability_f_20260307_144014_42ccbc9d,2026-03-07T15:44:18Z,2026-03-07T15:44:20Z,True,2026-03-07T14:40:16.385994,,False,resource_finder|experiment_runner
rainbow-conn-random-1698,2026-03-08T02:40:41Z,2026-03-08T03:17:47Z,True,2026-03-08T02:41:16.589194,2026-03-08T03:17:43.792288,True,resource_finder|experiment_runner
rainbow-conn-random-f967,2026-03-08T04:08:37Z,2026-03-08T04:22:18Z,True,2026-03-08T04:08:52.514407,,False,resource_finder
self-critique-drift-4703-claude,2026-03-08T06:12:09Z,2026-03-08T07:43:39Z,True,2026-03-08T06:12:14.004392,2026-03-08T07:38:29.383245,True,resource_finder|experiment_runner
self-critique-drift-e068-gemini,2026-03-08T06:12:18Z,2026-03-08T07:16:49Z,True,2026-03-08T06:12:21.700655,2026-03-08T07:14:01.981365,True,resource_finder|experiment_runner
attention-in-ai-d12f-claude,2026-03-08T08:51:35Z,2026-03-08T09:28:35Z,True,2026-03-08T08:51:39.864283,2026-03-08T09:22:46.537917,True,resource_finder|experiment_runner
attention-for-ai-bc53-codex,2026-03-08T08:52:07Z,2026-03-08T09:24:03Z,True,2026-03-08T08:52:12.763611,2026-03-08T09:19:30.967147,True,resource_finder|experiment_runner
attention-for-ai-f38a-gemini,2026-03-08T21:26:08Z,2026-03-08T21:56:37Z,True,2026-03-08T21:26:13.020189,2026-03-08T21:42:56.244255,True,resource_finder|experiment_runner
french-model-count-debc-claude,2026-03-08T21:27:19Z,2026-03-08T22:07:25Z,True,2026-03-08T21:27:24.046999,2026-03-08T22:03:05.903317,True,resource_finder|experiment_runner
french-model-counting-9f9d-codex,2026-03-08T21:27:31Z,2026-03-08T22:12:05Z,True,2026-03-08T21:27:36.148695,2026-03-08T22:08:09.916164,True,resource_finder|experiment_runner
model-count-french-94dd-gemini,2026-03-09T00:21:48Z,2026-03-09T01:04:09Z,True,2026-03-09T00:21:53.496046,2026-03-09T01:00:04.408060,True,resource_finder|experiment_runner
llm-proof-verification-4ab2-claude,2026-03-09T04:29:23Z,2026-03-09T05:10:28Z,True,2026-03-09T04:29:54.423523,2026-03-09T05:04:31.046919,True,resource_finder|experiment_runner
temporal-credit-assign-42dd-claude,2026-03-09T05:12:10Z,2026-03-09T07:47:45Z,True,2026-03-09T05:12:39.899154,2026-03-09T07:42:30.299289,True,resource_finder|experiment_runner
self-critique-drift-687e-codex,2026-03-09T18:39:52Z,2026-03-09T19:37:02Z,True,2026-03-09T18:39:56.580857,2026-03-09T19:33:30.605677,True,resource_finder|experiment_runner
cognitive-semi-groups-b2bf-claude,2026-03-09T22:21:16Z,2026-03-09T22:56:09Z,True,2026-03-09T22:21:48.179162,2026-03-09T22:49:05.858964,True,resource_finder|experiment_runner
prompt-failure-prediction-0191-claude,2026-03-09T22:57:38Z,2026-03-09T23:43:29Z,True,2026-03-09T22:58:09.725362,2026-03-09T23:38:12.430009,True,resource_finder|experiment_runner
convergence-coherence-4256-claude,2026-03-10T05:13:31Z,2026-03-10T05:54:16Z,True,2026-03-10T05:14:00.607629,2026-03-10T05:48:53.182048,True,resource_finder|experiment_runner
adv-meta-llm-interpret-2f36-claude,2026-03-10T07:49:38Z,2026-03-10T09:58:03Z,True,2026-03-10T07:50:08.417238,2026-03-10T09:53:12.182765,True,resource_finder|experiment_runner
error-propagation-proof-4a91-claude,2026-03-10T22:58:22Z,2026-03-11T00:02:17Z,True,2026-03-10T22:58:57.976595,2026-03-10T23:56:26.326729,True,resource_finder|experiment_runner
multi-agent-cot-conv-11e2-claude,2026-03-11T00:03:48Z,2026-03-11T02:14:52Z,True,2026-03-11T00:04:18.811275,2026-03-11T02:09:25.866263,True,resource_finder|experiment_runner
geom-loss-landscapes-cdfb-claude,2026-03-11T05:55:45Z,2026-03-11T07:32:25Z,True,2026-03-11T05:56:17.199215,2026-03-11T07:25:42.642816,True,resource_finder|experiment_runner
emergent-alignment-llm-b11c-claude,2026-03-11T10:00:07Z,2026-03-11T10:59:29Z,True,2026-03-11T10:00:39.163233,2026-03-11T10:54:50.806344,True,resource_finder|experiment_runner
phase-transitions-6299-claude,2026-03-12T02:55:22Z,2026-03-12T03:53:45Z,True,2026-03-12T02:56:34.052056,2026-03-12T03:49:14.385317,True,resource_finder|experiment_runner
lying-style-nlp-0448-claude,2026-03-15T20:46:35Z,2026-03-15T21:28:32Z,True,2026-03-15T20:46:40.430550,2026-03-15T21:23:58.686610,True,resource_finder|experiment_runner
lying-style-nlp-9950-gemini,2026-03-15T20:46:43Z,2026-03-15T21:19:07Z,True,2026-03-15T20:46:47.493540,2026-03-15T21:15:44.409562,True,resource_finder|experiment_runner
lying-style-nlp-92c9-codex,2026-03-15T22:19:57Z,2026-03-15T22:48:54Z,True,2026-03-15T22:20:02.067541,2026-03-15T22:45:35.329134,True,resource_finder|experiment_runner
live-salmon-ai-test-19cc-claude,2026-03-15T22:22:27Z,2026-03-15T23:09:25Z,True,2026-03-15T22:22:32.279222,2026-03-15T23:04:06.754294,True,resource_finder|experiment_runner
live-salmon-ai-test-7d56-codex,2026-03-15T22:56:35Z,2026-03-15T23:57:01Z,True,2026-03-15T22:56:39.953891,2026-03-15T23:52:52.086629,True,resource_finder|experiment_runner
live-salmon-ai-test-4361-gemini,2026-03-16T00:26:40Z,2026-03-16T00:57:39Z,True,2026-03-16T00:26:45.371369,2026-03-16T00:54:56.204947,True,resource_finder|experiment_runner
incontext-if-then-2dae-claude,2026-03-16T02:03:52Z,2026-03-16T03:20:09Z,True,2026-03-16T02:03:56.620964,2026-03-16T03:15:06.554147,True,resource_finder|experiment_runner
incontext-if-then-31c6-codex,2026-03-16T02:03:54Z,2026-03-16T02:46:42Z,True,2026-03-16T02:03:59.219221,2026-03-16T02:43:03.787388,True,resource_finder|experiment_runner
inctx-if-then-capacity-6ce0-gemini,2026-03-16T05:23:33Z,2026-03-16T05:59:48Z,True,2026-03-16T05:23:37.936100,2026-03-16T05:57:42.105970,True,resource_finder|experiment_runner
chat-convergence-claude,2026-03-20T02:03:27Z,2026-03-20T04:47:32Z,True,2026-03-20T02:03:31.683334,2026-03-20T04:41:40.814051,True,resource_finder|experiment_runner
transformer-int-intervals-claude,2026-03-20T02:03:30Z,2026-03-20T03:25:26Z,True,2026-03-20T02:03:35.047941,2026-03-20T03:19:57.428699,True,resource_finder|experiment_runner
specialized-copying-claude,2026-03-20T14:52:16Z,2026-03-20T15:41:06Z,True,2026-03-20T14:52:21.155392,2026-03-20T15:36:41.142640,True,resource_finder|experiment_runner
counter-example-machine-claude,2026-03-20T14:52:18Z,2026-03-20T15:57:46Z,True,2026-03-20T14:52:22.959655,2026-03-20T15:53:30.152797,True,resource_finder|experiment_runner
partial-isomorphisms-claude,2026-03-20T15:58:08Z,2026-03-20T17:19:25Z,True,2026-03-20T15:58:12.672465,2026-03-20T17:14:01.911267,True,resource_finder|experiment_runner
llm-zero-shot-entropy-claude,2026-03-20T17:17:04Z,2026-03-20T18:04:41Z,True,2026-03-20T17:17:08.925966,2026-03-20T17:59:21.936002,True,resource_finder|experiment_runner
finetune-saturation-claude,2026-03-20T17:19:54Z,2026-03-20T19:38:24Z,True,2026-03-20T17:19:58.362544,2026-03-20T19:34:13.372743,True,resource_finder|experiment_runner
where-is-rhyming-claude,2026-03-20T18:05:18Z,2026-03-20T19:11:05Z,True,2026-03-20T18:05:22.879854,2026-03-20T19:00:46.263861,True,resource_finder|experiment_runner
many-shot-residual-geom-claude,2026-03-20T19:11:39Z,2026-03-20T20:07:10Z,True,2026-03-20T19:11:43.254584,2026-03-20T20:02:26.058734,True,resource_finder|experiment_runner
granular-deletes-nlp-claude,2026-03-20T19:38:54Z,2026-03-20T20:15:17Z,True,2026-03-20T19:38:58.315689,2026-03-20T20:08:40.332967,True,resource_finder|experiment_runner
llm-bullying-analysis-claude,2026-03-20T20:07:43Z,2026-03-20T21:29:36Z,True,2026-03-20T20:07:47.396552,2026-03-20T21:23:49.024813,True,resource_finder|experiment_runner
lying-style-nlp-claude,2026-03-20T20:15:46Z,2026-03-20T21:18:40Z,True,2026-03-20T20:15:51.159700,2026-03-20T21:12:03.120077,True,resource_finder|experiment_runner
person-space-mapping-claude,2026-03-20T21:19:17Z,2026-03-20T23:31:37Z,True,2026-03-20T21:19:21.794193,2026-03-20T23:27:39.215663,True,resource_finder|experiment_runner
proficiency-features-claude,2026-03-20T21:30:12Z,2026-03-21T00:01:04Z,True,2026-03-20T21:30:16.939844,2026-03-20T23:54:21.477237,True,resource_finder|experiment_runner
nat-induction-heads-claude,2026-03-20T23:32:12Z,2026-03-21T00:25:37Z,True,2026-03-20T23:32:16.114760,2026-03-21T00:20:46.803802,True,resource_finder|experiment_runner
predict-slop-ai-claude,2026-03-21T00:01:42Z,2026-03-21T00:58:02Z,True,2026-03-21T00:01:46.992483,2026-03-21T00:52:14.835870,True,resource_finder|experiment_runner
cross-comp-reps-claude,2026-03-21T00:26:12Z,2026-03-21T01:15:11Z,True,2026-03-21T00:26:17.090326,2026-03-21T01:09:48.064835,True,resource_finder|experiment_runner
scaling-laws-finetune-claude,2026-03-21T00:58:37Z,2026-03-21T04:01:37Z,True,2026-03-21T00:58:41.133958,2026-03-21T03:56:18.646148,True,resource_finder|experiment_runner
test-llm-impersonators-claude,2026-03-21T01:15:47Z,2026-03-21T02:08:59Z,True,2026-03-21T01:15:51.197685,2026-03-21T02:04:07.376138,True,resource_finder|experiment_runner
ai-undetectability-lb-claude,2026-03-21T02:09:35Z,2026-03-21T03:43:34Z,True,2026-03-21T02:09:39.622149,2026-03-21T03:37:01.288973,True,resource_finder|experiment_runner
mistake-vs-persona-claude,2026-03-21T03:45:54Z,2026-03-21T04:40:12Z,True,2026-03-21T03:45:58.250529,2026-03-21T04:35:17.894274,True,resource_finder|experiment_runner
llm-keeping-secrets-claude,2026-03-21T04:02:32Z,2026-03-21T04:56:27Z,True,2026-03-21T04:02:36.930370,2026-03-21T04:52:08.400125,True,resource_finder|experiment_runner
higher-level-implicit-claude,2026-03-21T04:40:54Z,2026-03-21T05:32:16Z,True,2026-03-21T04:40:58.373401,2026-03-21T05:27:37.487773,True,resource_finder|experiment_runner
less-ai-sounding-claude,2026-03-21T05:32:58Z,2026-03-21T07:11:26Z,True,2026-03-21T05:33:02.871628,2026-03-21T06:56:56.302150,True,resource_finder|experiment_runner
evolving-forecasters-claude,2026-03-21T06:17:21Z,2026-03-21T07:28:25Z,True,2026-03-21T06:17:26.073817,2026-03-21T07:23:40.431150,True,resource_finder|experiment_runner
abstraction-vs-grounding-claude,2026-03-21T07:12:27Z,2026-03-21T09:13:01Z,True,2026-03-21T07:12:32.057879,2026-03-21T09:08:42.009740,True,resource_finder|experiment_runner
logit-lens-limits-claude,2026-03-21T09:13:11Z,2026-03-21T10:07:37Z,True,2026-03-21T09:13:20.395587,2026-03-21T10:02:30.795346,True,resource_finder|experiment_runner
careful-llm-words-claude,2026-03-21T09:13:46Z,2026-03-23T16:47:28Z,True,2026-03-23T15:14:05.590366,2026-03-23T16:42:39.092369,True,resource_finder|experiment_runner
alignment-watermark-claude,2026-03-21T10:08:25Z,2026-03-21T11:24:57Z,True,2026-03-21T10:08:29.246147,2026-03-21T11:18:47.333038,True,resource_finder|experiment_runner
llm-one-pass-ordering-claude,2026-03-22T03:59:16Z,2026-03-22T04:36:22Z,True,2026-03-22T03:59:20.663986,2026-03-22T04:32:41.594570,True,resource_finder|experiment_runner
invertible-lm-output-claude,2026-03-22T04:37:08Z,2026-03-22T05:29:15Z,True,2026-03-22T04:37:12.412917,2026-03-22T05:23:49.912893,True,resource_finder|experiment_runner
nonlinear-diction-nlp-claude,2026-03-22T05:30:06Z,2026-03-22T07:04:29Z,True,2026-03-22T05:30:11.022435,2026-03-22T06:58:57.827238,True,resource_finder|experiment_runner
sounds-like-ai-claude,2026-03-22T05:31:11Z,2026-03-22T06:38:12Z,True,2026-03-22T05:31:15.154094,2026-03-22T06:33:45.241342,True,resource_finder|experiment_runner
llm-pain-analysis-eb23-claude,2026-03-22T06:24:53Z,2026-03-22T07:48:43Z,True,2026-03-22T06:24:58.709820,2026-03-22T07:43:25.775051,True,resource_finder|experiment_runner
