repo_name,run_created_at,era,has_autoresearch_runtime_path,has_hitl_runtime_path,has_autoresearch_runtime_content,has_hitl_runtime_content,suspicious_nonstandard,autoresearch_examples,hitl_examples
llm-washing-machine-claude,2026-03-21T04:57:10.338708,pre_autoresearch,False,False,False,False,False,,
fix-user-intent-nlp-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
fix-user-intent-nlp-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
fixing-user-intent-gemini,,legacy_no_exact_run_time,False,False,False,False,False,,
humor-recognition-llm-ca34-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
cefr-text-difficulty-0907-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
news-from-future-ai-aed4-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
llm-human-vs-llm-fa51-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
fix-lazy-llms-f21e-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
alignment-watermark-0988-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
isolate-knowledge-updates-f3cd-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
mechanistic-llm-tools-53ce-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
refine-llm-trading-e871-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
carrot-or-stick-nlp-1462-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
llm-linguistic-eval-dad4-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
llm-epistemic-beliefs-79a0-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
uncertainty-llms-75dc-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
llm-pragmatic-sensitivity-216e-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
collab-rlvr-reasoning-f8bd-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
emergent-misalignment-13b1-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
adversarial-prompts-abe2-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
fairness-llm-calibration-0618-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
sounds-like-ai-61e8-gemini,,legacy_no_exact_run_time,False,False,False,False,False,,
sounds-like-ai-02cd-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
residual-stream-ai-a924-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
multi-turn-regress-fb0d-gemini,,legacy_no_exact_run_time,False,False,False,False,False,,
multi-turn-regress-d8b8-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
multi-turn-regress-aaaa-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
similar-embeddings-nlp-ae9d-gemini,,legacy_no_exact_run_time,False,False,False,False,False,,
similar-embeddings-nlp-5ef8-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
similar-embeddings-nlp-f3b7-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
disorder-order-sync-205e-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
layer-wise-probing-llm-dcd0-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
layer-wise-probing-llm-ece7-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
refine-llm-trading-4e75-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
refine-llm-trading-2354-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
chain-of-thought-conv-b564-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
chain-of-thought-conv-1189-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
mechanistic-llm-failures-69ca-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
model-implicature-nlp-2b80-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
multi_objective_optimization_o_20260227_215322_c3d0afee,,legacy_no_exact_run_time,False,False,False,False,False,,
adv-prompt-propagation-552e-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
basis-vectors-persona-4079-gemini,,legacy_no_exact_run_time,False,False,False,False,False,,
basis-vectors-persona-7acf-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
basis-vectors-persona-03ae-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
careful-llm-words-c365-gemini,,legacy_no_exact_run_time,False,False,False,False,False,,
careful-llm-words-4e0d-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
careful-llm-words-aaec-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
mechanistic-llm-failures-4f06-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
mechanistic-llm-failures-eb40-codex,,legacy_no_exact_run_time,False,False,False,False,False,,
french-model-counting-ae53-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
non-pokemon-quality-8c18-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
model-count-french-96cb-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
non-pokemon-quality-nlp-ea69-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
steering-vector-decay-4272-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
residual-stream-biject-e825-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
noncomp-phrases-nlp-c335-claude,,legacy_no_exact_run_time,False,False,False,False,False,,
self-critique-drift-6de2-claude,2026-03-05T22:47:58.888484,pre_autoresearch,False,False,False,False,False,,
llm-fallacy-detection-4626-claude,2026-03-06T04:03:33.857040,pre_autoresearch,False,False,False,False,False,,
architectural_diversity_in_mul_20260306_214906_8d1e21a6,2026-03-06T21:49:18.751235,pre_autoresearch,False,False,False,False,False,,
autonomous_multi_modal_ai_agen_20260306_222539_298f467e,2026-03-06T22:25:50.907740,pre_autoresearch,False,False,False,False,False,,
debate-proof-strategies-1084-claude,2026-03-07T08:25:39.002440,pre_autoresearch,False,False,False,False,False,,
emergent_robustness_to_adversa_20260307_082630_b330f08b,2026-03-07T08:26:39.957406,pre_autoresearch,False,False,False,False,False,,
mechanistic_interpretability_f_20260307_144014_42ccbc9d,2026-03-07T14:40:16.385994,pre_autoresearch,False,False,False,False,False,,
rainbow-conn-random-1698,2026-03-08T02:41:16.589194,pre_autoresearch,False,False,False,False,False,,
rainbow-conn-random-f967,2026-03-08T04:08:52.514407,pre_autoresearch,False,False,False,False,False,,
self-critique-drift-4703-claude,2026-03-08T06:12:14.004392,pre_autoresearch,False,False,False,False,False,,
self-critique-drift-e068-gemini,2026-03-08T06:12:21.700655,pre_autoresearch,False,False,False,False,False,,
attention-in-ai-d12f-claude,2026-03-08T08:51:39.864283,pre_autoresearch,False,False,False,False,False,,
attention-for-ai-bc53-codex,2026-03-08T08:52:12.763611,pre_autoresearch,False,False,False,False,False,,
attention-for-ai-f38a-gemini,2026-03-08T21:26:13.020189,pre_autoresearch,False,False,False,False,False,,
french-model-count-debc-claude,2026-03-08T21:27:24.046999,pre_autoresearch,False,False,False,False,False,,
french-model-counting-9f9d-codex,2026-03-08T21:27:36.148695,pre_autoresearch,False,False,False,False,False,,
model-count-french-94dd-gemini,2026-03-09T00:21:53.496046,pre_autoresearch,False,False,False,False,False,,
llm-proof-verification-4ab2-claude,2026-03-09T04:29:54.423523,pre_autoresearch,False,False,False,False,False,,
temporal-credit-assign-42dd-claude,2026-03-09T05:12:39.899154,pre_autoresearch,False,False,False,False,False,,
self-critique-drift-687e-codex,2026-03-09T18:39:56.580857,pre_autoresearch,False,False,False,False,False,,
cognitive-semi-groups-b2bf-claude,2026-03-09T22:21:48.179162,pre_autoresearch,False,False,False,False,False,,
prompt-failure-prediction-0191-claude,2026-03-09T22:58:09.725362,pre_autoresearch,False,False,False,False,False,,
convergence-coherence-4256-claude,2026-03-10T05:14:00.607629,pre_autoresearch,False,False,False,False,False,,
adv-meta-llm-interpret-2f36-claude,2026-03-10T07:50:08.417238,pre_autoresearch,False,False,False,False,False,,
error-propagation-proof-4a91-claude,2026-03-10T22:58:57.976595,pre_autoresearch,False,False,False,False,False,,
multi-agent-cot-conv-11e2-claude,2026-03-11T00:04:18.811275,pre_autoresearch,False,False,False,False,False,,
geom-loss-landscapes-cdfb-claude,2026-03-11T05:56:17.199215,pre_autoresearch,False,False,False,False,False,,
emergent-alignment-llm-b11c-claude,2026-03-11T10:00:39.163233,pre_autoresearch,False,False,False,False,False,,
phase-transitions-6299-claude,2026-03-12T02:56:34.052056,pre_autoresearch,False,False,False,False,False,,
lying-style-nlp-0448-claude,2026-03-15T20:46:40.430550,pre_autoresearch,False,False,False,False,False,,
lying-style-nlp-9950-gemini,2026-03-15T20:46:47.493540,pre_autoresearch,False,False,False,False,False,,
lying-style-nlp-92c9-codex,2026-03-15T22:20:02.067541,pre_autoresearch,False,False,False,False,False,,
live-salmon-ai-test-19cc-claude,2026-03-15T22:22:32.279222,pre_autoresearch,False,False,False,False,False,,
live-salmon-ai-test-7d56-codex,2026-03-15T22:56:39.953891,pre_autoresearch,False,False,False,False,False,,
live-salmon-ai-test-4361-gemini,2026-03-16T00:26:45.371369,pre_autoresearch,False,False,False,False,False,,
incontext-if-then-2dae-claude,2026-03-16T02:03:56.620964,pre_autoresearch,False,False,False,False,False,,
incontext-if-then-31c6-codex,2026-03-16T02:03:59.219221,pre_autoresearch,False,False,False,False,False,,
inctx-if-then-capacity-6ce0-gemini,2026-03-16T05:23:37.936100,pre_autoresearch,False,False,False,False,False,,
chat-convergence-claude,2026-03-20T02:03:31.683334,pre_autoresearch,False,False,False,False,False,,
transformer-int-intervals-claude,2026-03-20T02:03:35.047941,pre_autoresearch,False,False,False,False,False,,
specialized-copying-claude,2026-03-20T14:52:21.155392,pre_autoresearch,False,False,False,False,False,,
counter-example-machine-claude,2026-03-20T14:52:22.959655,pre_autoresearch,False,False,False,False,False,,
partial-isomorphisms-claude,2026-03-20T15:58:12.672465,pre_autoresearch,False,False,False,False,False,,
llm-zero-shot-entropy-claude,2026-03-20T17:17:08.925966,pre_autoresearch,False,False,False,False,False,,
finetune-saturation-claude,2026-03-20T17:19:58.362544,pre_autoresearch,False,False,False,False,False,,
where-is-rhyming-claude,2026-03-20T18:05:22.879854,pre_autoresearch,False,False,False,False,False,,
many-shot-residual-geom-claude,2026-03-20T19:11:43.254584,pre_autoresearch,False,False,False,False,False,,
granular-deletes-nlp-claude,2026-03-20T19:38:58.315689,pre_autoresearch,False,False,False,False,False,,
llm-bullying-analysis-claude,2026-03-20T20:07:47.396552,pre_autoresearch,False,False,False,False,False,,
lying-style-nlp-claude,2026-03-20T20:15:51.159700,pre_autoresearch,False,False,False,False,False,,
person-space-mapping-claude,2026-03-20T21:19:21.794193,pre_autoresearch,False,False,False,False,False,,
proficiency-features-claude,2026-03-20T21:30:16.939844,pre_autoresearch,False,False,False,False,False,,
nat-induction-heads-claude,2026-03-20T23:32:16.114760,pre_autoresearch,False,False,False,False,False,,
predict-slop-ai-claude,2026-03-21T00:01:46.992483,pre_autoresearch,False,False,False,False,False,,
cross-comp-reps-claude,2026-03-21T00:26:17.090326,pre_autoresearch,False,False,False,False,False,,
scaling-laws-finetune-claude,2026-03-21T00:58:41.133958,pre_autoresearch,False,False,False,False,False,,
test-llm-impersonators-claude,2026-03-21T01:15:51.197685,pre_autoresearch,False,False,False,False,False,,
ai-undetectability-lb-claude,2026-03-21T02:09:39.622149,pre_autoresearch,False,False,False,False,False,,
mistake-vs-persona-claude,2026-03-21T03:45:58.250529,pre_autoresearch,False,False,False,False,False,,
llm-keeping-secrets-claude,2026-03-21T04:02:36.930370,pre_autoresearch,False,False,False,False,False,,
higher-level-implicit-claude,2026-03-21T04:40:58.373401,pre_autoresearch,False,False,False,False,False,,
less-ai-sounding-claude,2026-03-21T05:33:02.871628,pre_autoresearch,False,False,False,False,False,,
evolving-forecasters-claude,2026-03-21T06:17:26.073817,pre_autoresearch,False,False,False,False,False,,
abstraction-vs-grounding-claude,2026-03-21T07:12:32.057879,pre_autoresearch,False,False,False,False,False,,
logit-lens-limits-claude,2026-03-21T09:13:20.395587,pre_autoresearch,False,False,False,False,False,,
careful-llm-words-claude,2026-03-23T15:14:05.590366,pre_autoresearch,False,False,False,False,False,,
alignment-watermark-claude,2026-03-21T10:08:29.246147,pre_autoresearch,False,False,False,False,False,,
llm-one-pass-ordering-claude,2026-03-22T03:59:20.663986,pre_autoresearch,False,False,False,False,False,,
invertible-lm-output-claude,2026-03-22T04:37:12.412917,pre_autoresearch,False,False,False,False,False,,
nonlinear-diction-nlp-claude,2026-03-22T05:30:11.022435,pre_autoresearch,False,False,False,False,False,,
sounds-like-ai-claude,2026-03-22T05:31:15.154094,pre_autoresearch,False,False,False,False,False,,
llm-pain-analysis-eb23-claude,2026-03-22T06:24:58.709820,pre_autoresearch,False,False,False,False,False,,
llm-pain-analysis-694e-codex,2026-03-22T06:25:16.192750,pre_autoresearch,False,False,False,False,False,,
llm-pain-analysis-89e0-gemini,2026-03-22T06:25:19.439646,pre_autoresearch,False,False,False,False,False,,
factorio-social-ai-claude,2026-03-22T06:39:31.478722,pre_autoresearch,False,False,False,False,False,,
hidden-state-storage-claude,2026-03-22T07:05:29.930214,pre_autoresearch,False,False,False,False,False,,
llm-priming-sidechan-claude,2026-03-22T07:37:45.723980,pre_autoresearch,False,False,False,False,False,,
multi-turn-regress-claude,2026-03-22T08:41:17.789614,pre_autoresearch,False,False,False,False,False,,
news-future-ai-claude,2026-03-22T09:55:33.611893,pre_autoresearch,False,False,False,False,False,,
finetuning-proof-datasets-claude,2026-03-22T10:06:36.871350,pre_autoresearch,False,False,False,False,False,,
false-memories-llm-claude,2026-03-22T10:34:08.436370,pre_autoresearch,False,False,False,False,False,,
covariance-belief-space-claude,2026-03-22T11:09:11.904238,pre_autoresearch,False,False,False,False,False,,
info-in-out-genai-claude,2026-03-22T11:42:08.590876,pre_autoresearch,False,False,False,False,False,,
steering-expanded-mlp-claude,2026-03-22T12:24:30.367329,pre_autoresearch,False,False,False,False,False,,
residual-stream-biject-claude,2026-03-22T12:35:11.231177,pre_autoresearch,False,False,False,False,False,,
all-words-phrases-nlp-claude,2026-03-22T13:08:02.240297,pre_autoresearch,False,False,False,False,False,,
phrase-arithmetic-nlp-claude,2026-03-22T13:47:53.385397,pre_autoresearch,False,False,False,False,False,,
quantify-llm-factors-claude,2026-03-22T14:37:43.466914,pre_autoresearch,False,False,False,False,False,,
coordination-ai-game-claude,2026-03-22T14:53:11.834304,pre_autoresearch,False,False,False,False,False,,
llm-forget-better-claude,2026-03-22T15:54:11.629863,pre_autoresearch,False,False,False,False,False,,
token-direction-stream-claude,2026-03-22T17:15:21.467858,pre_autoresearch,False,False,False,False,False,,
non-pokemon-quality-nlp-claude,2026-03-22T18:10:37.348946,pre_autoresearch,False,False,False,False,False,,
aligned-models-exasperati-claude,2026-03-22T18:14:00.606489,pre_autoresearch,False,False,False,False,False,,
no-costume-theories-claude,2026-03-22T18:36:16.653599,pre_autoresearch,False,False,False,False,False,,
similarity-eclipsing-claude,2026-03-22T19:42:36.913926,pre_autoresearch,False,False,False,False,False,,
sim-sensory-nlp-claude,2026-03-22T20:35:58.090952,pre_autoresearch,False,False,False,False,False,,
llm-consciousness-info-claude,2026-03-22T20:54:50.485514,pre_autoresearch,False,False,False,False,False,,
steering-vector-decay-claude,2026-03-22T21:42:13.209840,pre_autoresearch,False,False,False,False,False,,
noncomp-phrases-nlp-claude,2026-03-22T21:43:22.278693,pre_autoresearch,False,False,False,False,False,,
out-of-order-memoriz-claude,2026-03-22T22:34:28.852887,pre_autoresearch,False,False,False,False,False,,
steering-vectors-nlp-claude,2026-03-23T00:11:57.162584,pre_autoresearch,False,False,False,False,False,,
llm-thankfulness-claude,2026-03-23T00:15:38.040278,pre_autoresearch,False,False,False,False,False,,
mlp-token-mapping-claude,2026-03-23T01:03:04.913048,pre_autoresearch,False,False,False,False,False,,
llm-provocations-claude,2026-03-23T01:24:03.412113,pre_autoresearch,False,False,False,False,False,,
necessity-sufficiency-claude,2026-03-23T01:40:19.737456,pre_autoresearch,False,False,False,False,False,,
hard-to-describe-dir-claude,2026-03-23T02:15:08.439240,pre_autoresearch,False,False,False,False,False,,
dist-shift-curriculum-claude,2026-04-07T16:18:52.240340,pre_autoresearch,False,False,False,False,False,,
basis-vectors-persona-claude,2026-03-23T03:06:31.028940,pre_autoresearch,False,False,False,False,False,,
adversarial-ood-robustnes-73d8-claude,2026-03-23T03:21:03.311950,pre_autoresearch,False,False,False,False,False,,
adv-ood-robustness-6bad-codex,2026-03-23T03:21:05.775775,pre_autoresearch,False,False,False,False,False,,
adv-ood-robustness-3427-gemini,2026-03-23T03:21:17.953907,pre_autoresearch,False,False,False,False,False,,
story-cot-nlp-claude,2026-03-23T03:59:12.824766,pre_autoresearch,False,False,False,False,False,,
llm-coverage-efficiency-claude,2026-03-23T04:39:24.470179,pre_autoresearch,False,False,False,False,False,,
detecting-lies-nlp-3065-codex,2026-03-23T05:22:44.659925,pre_autoresearch,False,False,False,False,False,,
detecting-lies-nlp-777f-gemini,2026-03-23T05:22:46.256260,pre_autoresearch,False,False,False,False,False,,
detecting-lies-nlp-c886-claude,2026-03-23T05:59:14.131201,pre_autoresearch,False,False,False,False,False,,
factoring-friendly-assist-claude,2026-03-23T06:03:02.492457,pre_autoresearch,False,False,False,False,False,,
llm-tongue-twisters-claude,2026-03-23T06:34:16.907765,pre_autoresearch,False,False,False,False,False,,
self-critique-ai-writer-claude,2026-03-23T08:08:38.362199,pre_autoresearch,False,False,False,False,False,,
inctx-if-then-capacity-claude,2026-03-23T11:30:07.845445,pre_autoresearch,False,False,False,False,False,,
model-count-french-claude,2026-03-23T12:18:47.277789,pre_autoresearch,False,False,False,False,False,,
1p-rlhf-claude,2026-03-23T13:05:00.043454,pre_autoresearch,False,False,False,False,False,,
instruct-story-mix-claude,2026-03-23T15:23:51.258990,pre_autoresearch,False,False,False,False,False,,
map-of-vibe-space-claude,2026-03-23T16:48:49.532095,pre_autoresearch,False,False,False,False,False,,
keep-base-models-claude,2026-03-23T17:49:21.915003,pre_autoresearch,False,False,False,False,False,,
chain-of-thought-conv-claude,2026-03-23T22:56:42.943369,pre_autoresearch,False,False,False,False,False,,
llm-pain-analysis-claude,2026-04-07T21:52:19.545662,pre_autoresearch,False,False,False,False,False,,
artificial-outsiders-nlp-9b1b-claude,2026-03-24T15:14:26.148415,pre_autoresearch,False,False,False,False,False,,
trace-impurities-ce-claude,2026-03-24T17:59:51.301439,pre_autoresearch,False,False,False,False,False,,
function-vectors-nlp-d7c3-claude,2026-03-29T23:36:14.857020,pre_autoresearch,False,False,False,False,False,,
function-vectors-nlp-2537-codex,2026-03-29T23:39:08.647160,pre_autoresearch,False,False,False,False,False,,
function-vectors-nlp-299e-gemini,2026-03-29T23:39:09.408083,pre_autoresearch,False,False,False,False,False,,
math-distillation-d448-claude,2026-03-30T02:46:21.186730,pre_autoresearch,False,False,False,False,False,,
math-distillation-57a1-gemini,2026-03-30T02:46:30.059814,pre_autoresearch,False,False,False,False,False,,
llm-bullying-analysis-9159-claude,2026-03-30T04:31:21.647380,pre_autoresearch,False,False,False,False,False,,
llm-bullying-detection-e4d9-codex,2026-03-30T04:31:32.887451,pre_autoresearch,False,False,False,False,False,,
llm-bullying-analysis-9ffe-gemini,2026-03-30T04:31:35.718181,pre_autoresearch,False,False,False,False,False,,
math-distillation-c376-codex,2026-03-30T08:01:14.811919,pre_autoresearch,False,False,False,False,False,,
adversarial-tone-llm-2ab2-claude,2026-04-04T16:13:01.442937,pre_autoresearch,False,False,False,False,False,,
null-robustness-mapping-8bf6-claude,2026-04-04T16:38:17.674577,pre_autoresearch,False,False,False,False,False,,
phase-transitions-llm-5d8c-claude,2026-04-04T17:19:06.609846,pre_autoresearch,False,False,False,False,False,,
adversarial-battery-4ef6-claude,2026-04-04T19:25:57.665578,pre_autoresearch,False,False,False,False,False,,
math-align-invariant-9640-claude,2026-04-04T20:00:03.317852,pre_autoresearch,False,False,False,False,False,,
compositional-directions-17d5-claude,2026-04-05T21:59:50.241664,pre_autoresearch,False,False,False,False,False,,
compositional-directions-fe75-codex,2026-04-05T22:06:01.012848,pre_autoresearch,False,False,False,False,False,,
compositional-directions-cf35-gemini,2026-04-06T00:23:56.788398,pre_autoresearch,False,False,False,False,False,,
underrated-metric-nlp-0ca5-claude,2026-04-06T00:36:21.232895,pre_autoresearch,False,False,False,False,False,,
underrated-metric-nlp-f82f-codex,2026-04-06T00:36:21.940740,pre_autoresearch,False,False,False,False,False,,
underrated-metric-nlp-51aa-gemini,2026-04-06T01:28:52.354561,pre_autoresearch,False,False,False,False,False,,
reasoning-trace-robustnes-318e-codex,2026-04-06T02:47:44.990123,pre_autoresearch,False,False,False,False,False,,
reasoning-trace-robustnes-dd20-gemini,2026-04-06T02:47:48.749284,pre_autoresearch,False,False,False,False,False,,
reasoning-trace-robustnes-6b65-claude,2026-04-06T07:07:03.300622,pre_autoresearch,False,False,False,False,False,,
sycophancy-lang-resources-6bb3-claude,2026-04-07T01:18:36.735432,pre_autoresearch,False,False,False,False,False,,
monotonicity-bias-nlp-claude,2026-04-08T14:30:34.929308,pre_autoresearch,False,False,False,False,False,,
cond-steering-vectors-claude,2026-04-07T01:28:40.956725,pre_autoresearch,False,False,False,False,False,,
context-heavy-personas-claude,2026-04-07T02:26:02.665901,pre_autoresearch,False,False,False,False,False,,
adv-prompts-firewalls-claude,2026-04-07T03:23:25.379854,pre_autoresearch,False,False,False,False,False,,
compositional-directions-claude,2026-04-07T04:08:27.331153,pre_autoresearch,False,False,False,False,False,,
llm-text-limitations-claude,2026-04-07T04:49:25.183742,pre_autoresearch,False,False,False,False,False,,
anchoring-bias-lookback-claude,2026-04-07T06:26:52.402476,pre_autoresearch,False,False,False,False,False,,
small-gradients-nlp-claude,2026-04-07T07:23:01.465522,pre_autoresearch,False,False,False,False,False,,
